cohort,cohort_size,retention1,retention2,retention3,retention4,retention5,retention6,retention7,retention8,retention9,retention10,retention11,retention12,retention13,retention14,retention15,retention16,retention17,retention18,retention19,retention20,retention21,retention22,retention23,retention24,retention25,retention26,retention27,retention28,retention29,retention30,retention31,retention32,retention33,retention34,retention35,retention36,retention37,retention38,retention39,retention40,retention41,retention42,retention43,retention44,retention45,retention46,retention47,retention48,retention49,retention50,retention51,retention52,retention53,retention54
2016-05-01T00:00:00,31,1.0,0.967741935483871,0.967741935483871,0.967741935483871,0.967741935483871,0.935483870967742,0.903225806451613,0.903225806451613,0.903225806451613,0.903225806451613,0.838709677419355,0.838709677419355,0.806451612903226,0.774193548387097,0.774193548387097,0.774193548387097,0.774193548387097,0.774193548387097,0.774193548387097,0.741935483870968,0.741935483870968,0.741935483870968,0.709677419354839,0.645161290322581,0.645161290322581,0.612903225806452,0.612903225806452,0.612903225806452,0.612903225806452,0.580645161290323,0.548387096774194,0.548387096774194,0.548387096774194,0.548387096774194,0.548387096774194,0.516129032258065,0.483870967741935,0.483870967741935,0.483870967741935,0.483870967741935,0.451612903225806,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677
2017-01-01T00:00:00,150,0.993333333333333,0.973333333333333,0.96,0.946666666666667,0.946666666666667,0.933333333333333,0.933333333333333,0.926666666666667,0.92,0.9,0.893333333333333,0.88,0.846666666666667,0.833333333333333,0.826666666666667,0.82,0.82,0.8,0.78,0.78,0.78,0.76,0.753333333333333,0.753333333333333,0.74,0.733333333333333,0.733333333333333,0.713333333333333,0.706666666666667,0.7,0.686666666666667,0.686666666666667,0.68,0.666666666666667,0.66,0.653333333333333,0.653333333333333,0.646666666666667,0.64,0.64,0.64,0.64,0.626666666666667,0.626666666666667,0.613333333333333,0.606666666666667,0.593333333333333,0.58,0.566666666666667,0.566666666666667,0.56,0.54,0.533333333333333,0.526666666666667
2016-01-01T00:00:00,35,1.0,0.942857142857143,0.942857142857143,0.942857142857143,0.914285714285714,0.885714285714286,0.885714285714286,0.885714285714286,0.857142857142857,0.857142857142857,0.828571428571429,0.828571428571429,0.8,0.771428571428571,0.742857142857143,0.742857142857143,0.742857142857143,0.742857142857143,0.742857142857143,0.742857142857143,0.742857142857143,0.742857142857143,0.714285714285714,0.714285714285714,0.685714285714286,0.657142857142857,0.657142857142857,0.657142857142857,0.628571428571429,0.6,0.6,0.6,0.6,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.542857142857143,0.542857142857143,0.514285714285714,0.514285714285714,0.514285714285714,0.485714285714286,0.457142857142857,0.457142857142857,0.457142857142857,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429
2016-11-01T00:00:00,85,1.0,1.0,0.976470588235294,0.964705882352941,0.964705882352941,0.964705882352941,0.952941176470588,0.952941176470588,0.952941176470588,0.952941176470588,0.952941176470588,0.929411764705882,0.929411764705882,0.929411764705882,0.929411764705882,0.917647058823529,0.905882352941176,0.905882352941176,0.905882352941176,0.905882352941176,0.905882352941176,0.905882352941176,0.882352941176471,0.858823529411765,0.847058823529412,0.835294117647059,0.823529411764706,0.823529411764706,0.823529411764706,0.823529411764706,0.8,0.776470588235294,0.752941176470588,0.741176470588235,0.741176470588235,0.741176470588235,0.729411764705882,0.729411764705882,0.729411764705882,0.717647058823529,0.705882352941177,0.694117647058824,0.682352941176471,0.682352941176471,0.682352941176471,0.682352941176471,0.658823529411765,0.635294117647059,0.611764705882353,0.6,0.588235294117647,0.576470588235294,0.564705882352941,0.541176470588235
2017-12-01T00:00:00,510,0.884313725490196,0.868627450980392,0.856862745098039,0.841176470588235,0.82156862745098,0.796078431372549,0.764705882352941,0.73921568627451,0.713725490196078,0.692156862745098,0.63921568627451,0.586274509803922,0.574509803921569,0.543137254901961,0.519607843137255,0.488235294117647,0.472549019607843,0.456862745098039,0.445098039215686,0.419607843137255,0.403921568627451,0.390196078431373,0.386274509803922,0.370588235294118,0.354901960784314,0.341176470588235,0.329411764705882,0.307843137254902,0.286274509803922,0.262745098039216,0.252941176470588,0.23921568627451,0.231372549019608,0.211764705882353,0.194117647058824,0.188235294117647,0.168627450980392,0.149019607843137,0.135294117647059,0.111764705882353,0.105882352941176,0.0843137254901961,0.0745098039215686,0.0725490196078431,0.0666666666666667,0.0627450980392157,0.0549019607843137,0.0509803921568627,0.0490196078431373,0.0470588235294118,0.0431372549019608,0.0411764705882353,0.0333333333333333,0.0294117647058824
2016-04-01T00:00:00,46,1.0,1.0,0.978260869565217,0.956521739130435,0.934782608695652,0.91304347826087,0.91304347826087,0.891304347826087,0.891304347826087,0.891304347826087,0.891304347826087,0.869565217391304,0.847826086956522,0.847826086956522,0.826086956521739,0.826086956521739,0.826086956521739,0.804347826086957,0.804347826086957,0.804347826086957,0.804347826086957,0.782608695652174,0.782608695652174,0.782608695652174,0.739130434782609,0.695652173913043,0.695652173913043,0.695652173913043,0.695652173913043,0.695652173913043,0.673913043478261,0.673913043478261,0.673913043478261,0.673913043478261,0.673913043478261,0.673913043478261,0.652173913043478,0.630434782608696,0.630434782608696,0.608695652173913,0.58695652173913,0.58695652173913,0.58695652173913,0.58695652173913,0.58695652173913,0.58695652173913,0.58695652173913,0.58695652173913,0.543478260869565,0.543478260869565,0.543478260869565,0.543478260869565,0.543478260869565,0.543478260869565
2017-04-01T00:00:00,300,0.99,0.963333333333333,0.933333333333333,0.91,0.886666666666667,0.853333333333333,0.83,0.82,0.813333333333333,0.796666666666667,0.78,0.763333333333333,0.76,0.746666666666667,0.733333333333333,0.713333333333333,0.7,0.693333333333333,0.683333333333333,0.676666666666667,0.666666666666667,0.66,0.66,0.65,0.65,0.64,0.63,0.613333333333333,0.6,0.583333333333333,0.576666666666667,0.576666666666667,0.556666666666667,0.533333333333333,0.526666666666667,0.516666666666667,0.51,0.503333333333333,0.496666666666667,0.486666666666667,0.48,0.48,0.473333333333333,0.46,0.446666666666667,0.44,0.43,0.43,0.43,0.41,0.396666666666667,0.386666666666667,0.366666666666667,0.366666666666667
2017-10-01T00:00:00,631,0.969889064976228,0.942947702060222,0.925515055467512,0.908082408874802,0.882725832012678,0.855784469096672,0.841521394611727,0.806656101426308,0.789223454833597,0.752773375594295,0.705229793977813,0.597464342313788,0.583201267828843,0.56418383518225,0.553090332805071,0.52931854199683,0.513470681458003,0.508716323296355,0.492868462757528,0.475435816164818,0.45958795562599,0.443740095087163,0.42472266244057,0.407290015847861,0.40095087163233,0.393026941362916,0.370839936608558,0.343898573692552,0.324881141045959,0.316957210776545,0.297939778129952,0.286846275752773,0.280507131537242,0.269413629160063,0.256735340729002,0.250396196513471,0.24405705229794,0.237717908082409,0.231378763866878,0.220285261489699,0.206022187004754,0.199683042789223,0.19175911251981,0.183835182250396,0.175911251980983,0.161648177496038,0.150554675118859,0.137876386687797,0.131537242472266,0.125198098256735,0.120443740095087,0.120443740095087,0.110935023771791,0.0998415213946117
2017-06-01T00:00:00,171,0.988304093567251,0.964912280701754,0.95906432748538,0.935672514619883,0.923976608187134,0.91812865497076,0.91812865497076,0.912280701754386,0.900584795321637,0.888888888888889,0.871345029239766,0.865497076023392,0.842105263157895,0.83625730994152,0.812865497076023,0.783625730994152,0.783625730994152,0.783625730994152,0.771929824561403,0.760233918128655,0.760233918128655,0.754385964912281,0.748538011695906,0.736842105263158,0.725146198830409,0.719298245614035,0.719298245614035,0.707602339181287,0.701754385964912,0.690058479532164,0.678362573099415,0.654970760233918,0.649122807017544,0.64327485380117,0.631578947368421,0.614035087719298,0.608187134502924,0.60233918128655,0.60233918128655,0.567251461988304,0.567251461988304,0.555555555555556,0.543859649122807,0.538011695906433,0.52046783625731,0.508771929824561,0.497076023391813,0.485380116959064,0.485380116959064,0.467836257309941,0.467836257309941,0.467836257309941,0.461988304093567,0.444444444444444
2018-02-01T00:00:00,861,0.986062717770035,0.970963995354239,0.957026713124274,0.952380952380952,0.931475029036005,0.9198606271777,0.907084785133566,0.89082462253194,0.874564459930314,0.844367015098722,0.821138211382114,0.795586527293844,0.771196283391405,0.754936120789779,0.737514518002323,0.70150987224158,0.679442508710801,0.658536585365854,0.632984901277584,0.606271777003484,0.585365853658537,0.551684088269454,0.535423925667828,0.495934959349593,0.45993031358885,0.423925667828107,0.382113821138211,0.335656213704994,0.300813008130081,0.272938443670151,0.255516840882695,0.234610917537747,0.221835075493612,0.207897793263647,0.191637630662021,0.171893147502904,0.166085946573751,0.150987224157956,0.144018583042973,0.133565621370499,0.126596980255517,0.113821138211382,0.10801393728223,0.0987224157955865,0.0940766550522648,0.0836236933797909,0.0801393728222996,0.00929152148664344,0.00696864111498258,0.00348432055749129,0.00348432055749129,0.00348432055749129,0.00348432055749129,0.00348432055749129
